"ROW_NR","UNITS","CBSA_NAME","SITE_LATITUDE","SITE_LONGITUDE","COUNTY","Daily.Mean.PM2.5.Concentration","STATE","Date"
"241","ug/m3 LC","San Francisco-Oakland-Hayward","37.687526","-121.784217","Alameda","4.7","California","2016-08-30"
"541","ug/m3 LC","San Francisco-Oakland-Hayward","37.743065","-122.169935","Alameda","1.8","California","2016-08-30"
"1112","ug/m3 LC","San Francisco-Oakland-Hayward","37.793624","-122.263376","Alameda","6.2","California","2016-08-30"
"1231","ug/m3 LC","San Francisco-Oakland-Hayward","37.8647670009","-122.302741","Alameda","5.4","California","2016-08-30"
"1507","ug/m3 LC","Chico","39.7615384387","-121.8416203644","Butte","8.9","California","2016-08-30"
"2156","ug/m3 LC","No Data","39.0212210009","-122.281803","Colusa","8.6","California","2016-08-30"
"2589","ug/m3 LC","San Francisco-Oakland-Hayward","37.936013","-122.026154","Contra Costa","-0.5","California","2016-08-30"
"2852","ug/m3 LC","San Francisco-Oakland-Hayward","37.9604","-122.356811","Contra Costa","6.6","California","2016-08-30"
"3145","ug/m3 LC","Fresno","36.7853217602","-119.7741738902","Fresno","7.8","California","2016-08-30"
"3579","ug/m3 LC","Fresno","36.9851185574","-119.6583393499","Fresno","11","California","2016-08-30"
"3874","ug/m3 LC","Fresno","36.198672","-120.101096","Fresno","4","California","2016-08-30"
"4337","ug/m3 LC","Fresno","36.8191105157","-119.7173558156","Fresno","10.2","California","2016-08-30"
"4871","ug/m3 LC","El Centro","32.676186139","-115.4841439523","Imperial","12.8","California","2016-08-30"
"5129","ug/m3 LC","El Centro","32.676186139","-115.4841439523","Imperial","11.5","California","2016-08-30"
"5628","ug/m3 LC","Bishop","37.360684","-118.330783","Inyo","7.3","California","2016-08-30"
"5986","ug/m3 LC","Bishop","36.487823","-117.871036","Inyo","11.1","California","2016-08-30"
"6325","ug/m3 LC","Bakersfield","35.0505513495","-118.147293621","Kern","14.2","California","2016-08-30"
"6567","ug/m3 LC","Bakersfield","35.3560923335","-119.0412094723","Kern","14.8","California","2016-08-30"
"6829","ug/m3 LC","Bakersfield","35.3560923335","-119.0412094723","Kern","16.7","California","2016-08-30"
"7182","ug/m3 LC","Bakersfield","34.841567","-118.860588","Kern","13","California","2016-08-30"
"8053","ug/m3 LC","Los Angeles-Long Beach-Anaheim","34.0665900009","-118.22688","Los Angeles","18.2","California","2016-08-30"
"9061","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.82376","-118.18921","Los Angeles","14.6","California","2016-08-30"
"9321","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.79236","-118.17533","Los Angeles","12.2","California","2016-08-30"
"9753","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.859444","-118.200278","Los Angeles","16.4","California","2016-08-30"
"10618","ug/m3 LC","San Francisco-Oakland-Hayward","37.97231","-122.520004","Marin","4.6","California","2016-08-30"
"11171","ug/m3 LC","Merced","37.281598109","-120.4349916881","Merced","8.3","California","2016-08-30"
"11525","ug/m3 LC","Salinas","36.4957666675","-121.7315711407","Monterey","4.1","California","2016-08-30"
"11792","ug/m3 LC","Salinas","36.2092860009","-121.126371","Monterey","5","California","2016-08-30"
"12075","ug/m3 LC","Salinas","36.6967601141","-121.6371823446","Monterey","3.8","California","2016-08-30"
"12336","ug/m3 LC","Napa","38.310942","-122.296189","Napa","8.8","California","2016-08-30"
"12747","ug/m3 LC","Los Angeles-Long Beach-Anaheim","33.83062","-117.93845","Orange","11.8","California","2016-08-30"
"13272","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.935577909","-121.100647797","Placer","4.7","California","2016-08-30"
"13748","ug/m3 LC","No Data","39.9370989451","-120.9388206689","Plumas","6.3","California","2016-08-30"
"14130","ug/m3 LC","Riverside-San Bernardino-Ontario","33.4478670009","-117.088649","Riverside","18.9","California","2016-08-30"
"14745","ug/m3 LC","Riverside-San Bernardino-Ontario","33.9447129","-116.830074","Riverside","16","California","2016-08-30"
"15293","ug/m3 LC","Riverside-San Bernardino-Ontario","33.9995800009","-117.41601","Riverside","18.9","California","2016-08-30"
"15869","ug/m3 LC","Riverside-San Bernardino-Ontario","33.995638","-117.493304","Riverside","19.4","California","2016-08-30"
"16514","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.6137790009","-121.368014","Sacramento","4.1","California","2016-08-30"
"16766","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.6137790009","-121.368014","Sacramento","5.4","California","2016-08-30"
"17094","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.5582277239","-121.4929811724","Sacramento","2.1","California","2016-08-30"
"17408","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.683304","-121.164457","Sacramento","3.2","California","2016-08-30"
"17671","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.683304","-121.164457","Sacramento","3.4","California","2016-08-30"
"18017","ug/m3 LC","San Jose-Sunnyvale-Santa Clara","36.8440963155","-121.3621211714","San Benito","5.3","California","2016-08-30"
"18453","ug/m3 LC","Riverside-San Bernardino-Ontario","34.030833","-117.61722","San Bernardino","21","California","2016-08-30"
"19301","ug/m3 LC","San Diego-Carlsbad","32.8422420009","-116.768225","San Diego","12.9","California","2016-08-30"
"19562","ug/m3 LC","San Diego-Carlsbad","33.2170250009","-117.396158","San Diego","20.2","California","2016-08-30"
"20050","ug/m3 LC","San Diego-Carlsbad","32.7014920009","-117.149653","San Diego","14.1","California","2016-08-30"
"20339","ug/m3 LC","San Diego-Carlsbad","32.7252260006","-116.3652034267","San Diego","3.4","California","2016-08-30"
"20628","ug/m3 LC","San Diego-Carlsbad","32.5793610009","-116.929486","San Diego","18","California","2016-08-30"
"21081","ug/m3 LC","San Diego-Carlsbad","32.789561","-116.944222","San Diego","13.8","California","2016-08-30"
"21082","ug/m3 LC","San Diego-Carlsbad","32.789561","-116.944222","San Diego","20.6","California","2016-08-30"
"21465","ug/m3 LC","San Diego-Carlsbad","33.3625928343","-117.0902299999","San Diego","12.3","California","2016-08-30"
"21739","ug/m3 LC","San Francisco-Oakland-Hayward","37.765946","-122.399044","San Francisco","2.9","California","2016-08-30"
"22245","ug/m3 LC","Stockton-Lodi","37.7932310881","-121.2487199757","San Joaquin","4.5","California","2016-08-30"
"22584","ug/m3 LC","San Luis Obispo-Paso Robles-Arroyo Grande","35.02083","-120.56388","San Luis Obispo","19","California","2016-08-30"
"22656","ug/m3 LC","San Luis Obispo-Paso Robles-Arroyo Grande","35.2565768749","-120.6698614307","San Luis Obispo","10","California","2016-08-30"
"23127","ug/m3 LC","San Luis Obispo-Paso Robles-Arroyo Grande","35.49453","-120.66617","San Luis Obispo","2.1","California","2016-08-30"
"23418","ug/m3 LC","San Francisco-Oakland-Hayward","37.482934","-122.20337","San Mateo","9.2","California","2016-08-30"
"23700","ug/m3 LC","Santa Maria-Santa Barbara","34.9491471842","-120.4376298533","Santa Barbara","11.3","California","2016-08-30"
"23945","ug/m3 LC","Santa Maria-Santa Barbara","34.6378200009","-120.4575","Santa Barbara","9.4","California","2016-08-30"
"24188","ug/m3 LC","Santa Maria-Santa Barbara","34.4455100009","-119.8284","Santa Barbara","12.7","California","2016-08-30"
"24458","ug/m3 LC","San Jose-Sunnyvale-Santa Clara","36.999571","-121.574684","Santa Clara","2.6","California","2016-08-30"
