"ROW_NR","UNITS","CBSA_NAME","SITE_LATITUDE","SITE_LONGITUDE","COUNTY","Daily.Mean.PM2.5.Concentration","STATE","Date"
"212","ug/m3 LC","San Francisco-Oakland-Hayward","37.687526","-121.784217","Alameda","10","California","2016-08-01"
"512","ug/m3 LC","San Francisco-Oakland-Hayward","37.743065","-122.169935","Alameda","5.3","California","2016-08-01"
"800","ug/m3 LC","San Francisco-Oakland-Hayward","37.814781","-122.282347","Alameda","4.2","California","2016-08-01"
"1083","ug/m3 LC","San Francisco-Oakland-Hayward","37.793624","-122.263376","Alameda","6.9","California","2016-08-01"
"1202","ug/m3 LC","San Francisco-Oakland-Hayward","37.8647670009","-122.302741","Alameda","4.5","California","2016-08-01"
"1480","ug/m3 LC","Chico","39.7615384387","-121.8416203644","Butte","8.5","California","2016-08-01"
"2129","ug/m3 LC","No Data","39.0212210009","-122.281803","Colusa","7","California","2016-08-01"
"2560","ug/m3 LC","San Francisco-Oakland-Hayward","37.936013","-122.026154","Contra Costa","2.6","California","2016-08-01"
"3116","ug/m3 LC","Fresno","36.7853217602","-119.7741738902","Fresno","15.1","California","2016-08-01"
"3563","ug/m3 LC","Fresno","36.9851185574","-119.6583393499","Fresno","33.7","California","2016-08-01"
"3845","ug/m3 LC","Fresno","36.198672","-120.101096","Fresno","14.2","California","2016-08-01"
"4135","ug/m3 LC","Fresno","36.8191105157","-119.7173558156","Fresno","17.1","California","2016-08-01"
"4308","ug/m3 LC","Fresno","36.8191105157","-119.7173558156","Fresno","18.9","California","2016-08-01"
"4408","ug/m3 LC","Fresno","36.72639","-119.733","Fresno","15.3","California","2016-08-01"
"5599","ug/m3 LC","Bishop","37.360684","-118.330783","Inyo","14.4","California","2016-08-01"
"5726","ug/m3 LC","Bishop","36.487823","-117.871036","Inyo","12","California","2016-08-01"
"5957","ug/m3 LC","Bishop","36.487823","-117.871036","Inyo","15","California","2016-08-01"
"6085","ug/m3 LC","Bakersfield","35.385574","-119.015009","Kern","12.7","California","2016-08-01"
"6296","ug/m3 LC","Bakersfield","35.0505513495","-118.147293621","Kern","14.4","California","2016-08-01"
"6540","ug/m3 LC","Bakersfield","35.3560923335","-119.0412094723","Kern","10.9","California","2016-08-01"
"6800","ug/m3 LC","Bakersfield","35.3560923335","-119.0412094723","Kern","12.5","California","2016-08-01"
"6950","ug/m3 LC","Bakersfield","35.3229283838","-118.9991668221","Kern","13","California","2016-08-01"
"10589","ug/m3 LC","San Francisco-Oakland-Hayward","37.97231","-122.520004","Marin","3.2","California","2016-08-01"
"11142","ug/m3 LC","Merced","37.281598109","-120.4349916881","Merced","20.1","California","2016-08-01"
"11272","ug/m3 LC","Merced","37.3085371814","-120.4809932542","Merced","15.3","California","2016-08-01"
"11496","ug/m3 LC","Salinas","36.4957666675","-121.7315711407","Monterey","23.7","California","2016-08-01"
"11763","ug/m3 LC","Salinas","36.2092860009","-121.126371","Monterey","11.5","California","2016-08-01"
"12046","ug/m3 LC","Salinas","36.6967601141","-121.6371823446","Monterey","11.6","California","2016-08-01"
"12307","ug/m3 LC","Napa","38.310942","-122.296189","Napa","11","California","2016-08-01"
"12503","ug/m3 LC","Truckee-Grass Valley","39.3385040715","-120.1712909431","Nevada","10.2","California","2016-08-01"
"13243","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.935577909","-121.100647797","Placer","8.6","California","2016-08-01"
"13720","ug/m3 LC","No Data","39.9370989451","-120.9388206689","Plumas","14.3","California","2016-08-01"
"13821","ug/m3 LC","No Data","39.81336","-120.47069","Plumas","12.9","California","2016-08-01"
"16485","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.6137790009","-121.368014","Sacramento","4.9","California","2016-08-01"
"16737","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.6137790009","-121.368014","Sacramento","2","California","2016-08-01"
"16867","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.5582277239","-121.4929811724","Sacramento","3.8","California","2016-08-01"
"17065","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.5582277239","-121.4929811724","Sacramento","4.3","California","2016-08-01"
"17379","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.683304","-121.164457","Sacramento","6","California","2016-08-01"
"17642","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.683304","-121.164457","Sacramento","6.3","California","2016-08-01"
"17774","ug/m3 LC","Sacramento--Roseville--Arden-Arcade","38.556326","-121.458499","Sacramento","4.4","California","2016-08-01"
"17988","ug/m3 LC","San Jose-Sunnyvale-Santa Clara","36.8440963155","-121.3621211714","San Benito","13.1","California","2016-08-01"
"21710","ug/m3 LC","San Francisco-Oakland-Hayward","37.765946","-122.399044","San Francisco","3.9","California","2016-08-01"
"22216","ug/m3 LC","Stockton-Lodi","37.7932310881","-121.2487199757","San Joaquin","9.2","California","2016-08-01"
"22555","ug/m3 LC","San Luis Obispo-Paso Robles-Arroyo Grande","35.02083","-120.56388","San Luis Obispo","-0.2","California","2016-08-01"
"22627","ug/m3 LC","San Luis Obispo-Paso Robles-Arroyo Grande","35.2565768749","-120.6698614307","San Luis Obispo","4.6","California","2016-08-01"
"23098","ug/m3 LC","San Luis Obispo-Paso Robles-Arroyo Grande","35.49453","-120.66617","San Luis Obispo","1.8","California","2016-08-01"
"23389","ug/m3 LC","San Francisco-Oakland-Hayward","37.482934","-122.20337","San Mateo","10.5","California","2016-08-01"
"23671","ug/m3 LC","Santa Maria-Santa Barbara","34.9491471842","-120.4376298533","Santa Barbara","5.4","California","2016-08-01"
"24429","ug/m3 LC","San Jose-Sunnyvale-Santa Clara","36.999571","-121.574684","Santa Clara","15.3","California","2016-08-01"
"24568","ug/m3 LC","San Jose-Sunnyvale-Santa Clara","37.348497","-121.894898","Santa Clara","9.6","California","2016-08-01"
"24785","ug/m3 LC","San Jose-Sunnyvale-Santa Clara","37.348497","-121.894898","Santa Clara","12","California","2016-08-01"
"25085","ug/m3 LC","San Jose-Sunnyvale-Santa Clara","37.338135","-121.849783","Santa Clara","13","California","2016-08-01"
"25379","ug/m3 LC","Santa Cruz-Watsonville","36.9839209877","-121.9893282424","Santa Cruz","12.5","California","2016-08-01"
"25649","ug/m3 LC","Santa Cruz-Watsonville","37.0630685077","-122.0841287539","Santa Cruz","10.2","California","2016-08-01"
"25989","ug/m3 LC","Vallejo-Fairfield","38.102507","-122.237976","Solano","3.4","California","2016-08-01"
"26273","ug/m3 LC","Vallejo-Fairfield","38.102507","-122.237976","Solano","5.5","California","2016-08-01"
"26571","ug/m3 LC","Santa Rosa","38.403765","-122.818294","Sonoma","0.7","California","2016-08-01"
"27050","ug/m3 LC","Modesto","37.4879805928","-120.8370050082","Stanislaus","10.9","California","2016-08-01"
"27887","ug/m3 LC","Visalia-Porterville","36.3321793109","-119.291227556","Tulare","17.1","California","2016-08-01"
"28228","ug/m3 LC","Visalia-Porterville","36.0318310009","-119.055018","Tulare","13.7","California","2016-08-01"
